Temperature,Dissolved Oxygen,pH,Bio-Chemical Oxygen Demand (mg/L),Faecal Streptococci (MPN/ 100 mL),Nitrate (mg/ L),Faecal Coliform (MPN/ 100 mL),Total Coliform (MPN/ 100 mL),Conductivity (mho/ Cm),WQI,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,aluminium,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,contamination_score,risk_label
19.0,6.4,7.35,6.85,0.0,0.7654678421395714,0.0,0.0,6.398594934535208,119.4908923,6.391353623832183,213.0178296827953,20965.478308853573,5.375559891974689,327.65054252170705,369.3381209158568,13.75810517074376,17.915722569180794,3.92374916929651,0,3.82,0.01,0.84,0.001,3.85,0.23,1.69,1.47,0.05,0.008,0.123,5.54,1.13,0.009,14.98,6.13,0.03,0.48,0.05,0.3643452029397445,0
20.5,7.1,8.05,0.95,0.0,0.0,0.0,0.0,5.697093486505405,59.24824206,7.080794504276835,229.48569367886049,35729.692708630326,8.810843045016396,384.9437789484208,296.3975472430137,16.92709217980689,66.39629294676803,3.8556022119167,0,2.78,0.02,0.22,0.009,6.16,0.47,1.75,1.28,0.23,0.008,0.177,16.44,1.24,0.003,40.47,4.91,0.01,0.17,0.08,0.1788841448773011,0
6.15,9.05,7.75,0.8,0.0,0.0,0.0,0.0,4.948759890378168,28.19991171,8.692092012708041,195.1437387840549,24656.23967944457,8.23190033837729,333.7757766108135,398.3454180035162,12.380770792752344,48.440724865546855,4.477960248233931,0,3.62,0.001,0.58,0.003,7.06,0.45,1.61,0.45,0.24,0.002,0.149,18.77,1.69,0.004,23.25,4.39,0.1,0.33,0.03,0.08558948710807562,0
6.25,9.0,7.7,0.9,0.0,0.0,0.0,0.0,5.111987788356544,33.14664087,8.085759800882219,127.73967382937272,32653.910360267582,6.534237410114922,333.7757766108135,416.2396300704016,11.119659254793705,78.27505003771154,4.068688909481666,0,3.88,0.01,3.74,0.008,3.43,0.02,0.19,0.52,0.74,0.74,0.062,6.69,1.79,0.004,55.67,6.65,0.0,0.42,0.02,0.1004623201676713,0
6.0,9.05,7.5,1.05,0.0,0.0,0.0,0.0,4.966335035199676,28.69777674,6.203977702278348,212.30661828668616,21815.07414790552,7.873991884545469,333.7757766108135,362.10800431396245,14.9330126610987,63.87381994728531,5.215689206119035,0,4.64,0.03,3.02,0.008,4.4,0.89,0.38,0.02,0.76,0.76,0.121,7.47,1.37,0.008,29.55,3.29,0.07,0.26,0.09,0.08708659722703992,0
8.4,8.9,7.9,0.85,0.0,0.0,0.0,0.0,4.890349128221754,26.62460044,5.058108868565138,238.56938041349943,34873.9345228707,8.983276144386597,374.4335045168568,669.725086180179,13.353181433963528,76.52179974552398,5.106655774420084,0,2.25,0.02,2.16,0.002,4.89,0.36,0.34,0.14,0.06,0.004,0.086,14.33,1.07,0.0,34.47,3.75,0.01,0.02,0.06,0.08085187114564434,0
8.75,8.8,7.7,1.1,0.0,0.0,0.0,0.0,4.894101477840304,26.72654007,7.080794504276835,103.46475866009456,27420.16742458204,8.417305032089528,333.7757766108135,485.97450045781375,11.351132730708514,67.8699636759021,4.620793451653219,0,0.54,0.02,2.27,0.001,6.57,0.89,0.93,0.2,0.51,0.51,0.105,5.88,1.48,0.002,29.48,0.63,0.04,0.43,0.05,0.08115844050556806,0
10.7,7.85,7.95,0.85,0.0,0.0,0.0,0.0,5.62040086571715,54.88771498,7.080794504276835,211.20052600889707,12830.484133775428,4.502117033961811,326.9615175657507,333.3298479586677,16.04514847686687,49.89840563542835,3.4397400415499195,0,4.62,0.04,3.11,0.005,2.15,0.71,0.7,0.32,0.65,0.65,0.168,2.43,1.16,0.003,18.61,1.44,0.09,0.31,0.01,0.16578722511314345,0
10.75,8.0,7.9,1.1,0.0,0.0,0.0,0.0,5.757323241584231,62.91211418,7.261550522070718,179.88978823788457,24964.777703096523,5.837086492837437,349.26927130145657,501.18278074341,17.287713278296337,50.99300645308109,3.636364182680497,0,2.5,0.01,0.57,0.004,2.38,0.26,1.55,1.09,0.72,0.72,0.137,13.82,1.45,0.001,33.95,7.4,0.09,0.37,0.03,0.18988780718831683,0
12.65,9.05,7.65,0.95,0.0,0.0,0.0,0.0,5.444579873526289,46.12013687,7.16046723080874,183.0893100379288,6743.346065530401,3.8030364235979857,277.5990986210596,428.0363443504035,9.79962468961304,90.03537367362071,3.8848910441472793,0,3.08,0.05,2.24,0.003,4.77,0.03,1.11,0.36,0.27,0.006,0.189,16.25,1.56,0.01,3.77,7.81,0.01,0.21,0.05,0.13944932658470527,0
13.05,8.3,7.55,1.35,0.0,0.0,0.0,0.0,5.4638318050256105,47.00388749,5.704764776213017,116.29932988379586,33223.58152874991,7.050503159576975,297.0781534785211,504.3786809676549,9.001820487566135,48.1470312534892,4.157533407489738,0,3.03,0.01,3.92,0.005,7.81,0.41,1.97,0.61,0.52,0.52,0.095,13.32,1.74,0.005,48.78,2.95,0.01,0.12,0.02,0.1421044288310051,0
12.7,8.75,7.5,0.85,0.0,0.0,0.0,0.0,5.3612921657094255,42.4443376,6.21727313516034,130.94446388846563,19460.38281898756,7.092462955305368,300.13127199830365,556.6537100333977,14.083608352195483,57.897074706807686,5.325833445695803,0,2.85,0.02,1.67,0.007,2.79,0.6,0.42,1.13,0.05,0.004,0.053,12.29,1.37,0.006,55.21,1.29,0.08,0.12,0.04,0.12840527123314185,0
17.95,8.15,7.9,0.55,0.0,0.09531017980432487,0.0,0.0,5.523458920524919,49.86496502,8.679934969964185,242.22866728551904,22984.05095148243,7.518764659399904,333.7757766108135,352.94258812349034,18.70440905927489,69.90790244915216,3.873470298448302,0,1.38,0.04,1.47,0.006,1.78,0.03,1.34,0.26,0.07,0.008,0.113,1.51,1.4,0.01,49.53,2.73,0.09,0.11,0.04,0.15127144792293096,0
18.1,7.9,8.1,0.75,0.0,0.09531017980432487,0.0,0.0,5.531411248715415,50.26739165,7.080794504276835,219.30091421337028,14859.46642428366,5.598326765629258,344.4423936728914,425.2135748076129,15.771834366058272,49.35200147780444,4.655916598688822,0,2.73,0.02,1.78,0.005,1.97,0.74,0.18,0.13,0.79,0.79,0.132,9.4,1.68,0.006,25.97,6.35,0.0,0.17,0.06,0.15248031827856903,0
23.0,6.1,8.1,6.9,0.0,0.37156355643248307,0.0,0.0,6.4457198193855785,125.1851635,6.897322141100197,211.36016672106155,25650.777643120266,6.766009906754591,333.7757766108135,383.0143101678532,13.93478804138067,90.52332986300934,5.022783630004574,0,3.02,0.001,3.76,0.004,3.4,0.29,1.28,0.32,0.53,0.53,0.175,0.8,1.09,0.007,8.33,6.53,0.01,0.32,0.02,0.37907401580247196,0
22.0,7.05,8.2,1.8,0.0,0.262364264467491,0.0,0.0,5.575949103146316,52.5918607,3.514545528745279,158.73207576140192,23029.663613563636,6.821679099461131,286.5228468169785,307.3791420351913,9.71223191091832,79.85092857457249,3.762615331099367,0,1.96,0.001,2.93,0.008,4.41,0.71,1.14,1.14,0.45,0.004,0.045,8.62,1.34,0.01,46.2,7.02,0.02,0.42,0.04,0.1604649575074342,0
20.5,4.3,8.35,4.7,0.0,0.262364264467491,0.0,0.0,6.13880638500591,92.09607813,3.72250048593372,163.63974692058176,37962.16799126102,6.6845702741913415,326.69401786030267,467.5629728711818,14.567268860188278,50.57797909828098,3.662837731991359,0,2.35,0.02,2.86,0.009,5.27,0.01,0.71,0.52,0.39,0.007,0.146,7.72,1.57,0.003,27.48,2.92,0.07,0.41,0.01,0.2790901812538061,0
20.5,7.8,8.4,1.3,0.0,0.4382549309311553,0.0,0.0,5.5073619934827445,49.1557458,6.455004797496717,176.68397277687006,24468.048390354597,5.756930038692856,314.7995982838096,477.5813461557029,16.245504341610683,57.72972382844005,2.2934314064128625,0,2.45,0.02,3.25,0.004,3.35,0.77,1.99,0.22,0.25,0.008,0.085,3.29,1.88,0.008,15.08,2.35,0.09,0.09,0.03,0.15119823938428348,0
21.0,7.25,8.3,1.15,0.0,0.18232155679395465,0.0,0.0,5.605802066295998,54.14413883,7.316804753880919,217.5228619622912,31903.399811532247,9.86504750268218,376.93797230566565,425.9134001802693,8.992754272254672,69.50921982211526,3.508372649783596,0,2.67,0.02,0.07,0.004,2.69,0.31,1.21,1.21,0.83,0.83,0.105,8.23,1.59,0.003,36.31,6.11,0.04,0.34,0.05,0.1646475062440229,0
19.8,4.4,7.8,36.8,411.75,1.1631508098056809,6.1516682986483175,6.714777141999654,6.775366090936392,175.2479749,1.844538366498842,233.7643427207269,28689.59577768293,7.724432299963912,333.7757766108135,410.3872638377081,15.611859296305228,54.29944409418921,5.013463351103733,0,1.12,0.04,3.08,0.007,6.06,0.68,1.3,0.5,0.1,0.008,0.036,2.08,1.69,0.008,54.32,0.86,0.01,0.19,0.02,0.8840779027770215,0
21.0,8.35,7.8,1.4,630.0,1.8870696490323797,5.991464547107982,7.13966033596492,5.82600010738045,67.98878969,5.519125656437607,168.72858303956718,12531.60192106475,7.73072294792503,333.7757766108135,443.5703720974922,18.099078103861583,66.39629294676803,3.758995860323916,0,3.3,0.04,1.28,0.008,7.56,0.22,0.95,0.28,0.53,0.53,0.182,18.6,1.21,0.009,3.26,0.28,0.08,0.08,0.09,0.5664539869856704,0
15.0,6.95,7.8,0.2,27.95,0.5596157879354227,1.4816045409242156,4.041295341132285,5.806639860095909,66.08791313,7.408985466924612,204.96174981089476,9566.1222701692,6.505923138805981,311.4526625117488,504.14599408386647,11.532144007741238,81.10693773146244,3.772420927989514,0,0.43,0.01,0.88,0.005,3.55,0.65,0.01,0.43,0.27,0.007,0.033,5.85,1.28,0.001,52.7,5.14,0.01,0.06,0.05,0.5527827620896317,0
15.0,6.95,7.7,0.25,35.45,0.6418538861723948,3.462606009790799,4.275276264727001,6.826002777109878,182.6119173,5.976769618087598,258.9527320159533,27267.981860954154,7.648599331443458,383.6571521070967,514.118920118766,12.256790251190353,82.46979842996726,2.9946710955082176,0,1.19,0.01,0.75,0.008,0.13,0.18,1.44,0.3,0.18,0.004,0.162,2.31,1.36,0.008,38.31,5.41,0.01,0.32,0.0,0.9030520757724564,0
16.25,7.0,7.65,0.2,30.45,0.6151856390902334,1.589235205116581,4.12552017969055,5.782285536144145,64.51526296,6.395359131671062,133.8342291043793,23827.275015402887,5.1277468613272,266.9084282807846,573.4002951499592,9.833874584580258,95.02660927984373,4.191217514711704,0,0.85,0.05,0.17,0.006,7.52,0.89,0.52,0.32,0.31,0.002,0.11,3.55,1.79,0.0,6.24,4.15,0.01,0.1,0.02,0.5483933598217703,0
16.0,6.7,7.55,0.2,32.95,0.4700036292457356,1.599387576580599,4.203198967134183,5.8126368795682835,66.45844787,6.209642259708484,195.41772094898116,13116.707711787025,7.879347670859675,333.7757766108135,417.2416560263488,7.507662314515301,70.54738690612056,3.6125196149467143,0,4.64,0.04,2.97,0.007,6.57,0.41,1.44,0.58,0.96,0.96,0.191,9.99,1.9,0.008,48.08,6.53,0.02,0.21,0.08,0.5533578927613881,0
15.5,6.9,7.6,0.2,35.45,0.4382549309311553,1.589235205116581,4.275276264727001,5.872117789475416,70.51457833,6.762832521891738,232.0751765558761,27159.38434523353,7.884990657868601,350.4452926972019,465.4137746213498,13.863964882331118,64.81225738319597,4.916579160751283,0,0.5,0.03,2.99,0.004,3.57,0.85,1.01,0.68,0.11,0.006,0.127,15.08,1.36,0.006,21.89,2.24,0.0,0.12,0.01,0.565347688133482,0
16.25,6.85,7.6,0.2,37.95,0.4700036292457356,1.599387576580599,4.3425058765115985,5.70877001616724,59.93709124,9.91871706385417,199.18125107339057,21470.27830541328,6.799841410225563,329.17842902607634,430.5077068652869,15.966042944362073,59.29227326975216,3.385508443856719,0,4.75,0.02,3.18,0.002,1.28,0.52,1.64,0.86,0.64,0.64,0.032,10.07,1.74,0.006,54.15,6.46,0.03,0.35,0.06,0.5337730494987079,0
17.5,7.05,7.95,0.3,56.0,0.6151856390902334,1.6094379124341003,4.727387818712341,6.208590026096629,98.65303383,10.15544017022192,300.29247579584023,12652.362978658088,6.655126362567496,398.6477857459576,487.45913103075526,9.347633986485675,67.9197886870381,5.002467259922081,0,1.89,0.05,1.38,0.001,6.02,0.33,0.22,0.01,0.76,0.76,0.052,14.91,1.06,0.009,21.87,4.74,0.01,0.26,0.05,0.6508919333297608,0
15.0,6.85,8.05,0.3,45.45,0.6151856390902334,3.4547381485901854,4.520701029361642,7.794205168845271,480.3107947,8.721726710620581,206.369682384784,28608.052076372544,6.325442403664851,377.40453818519927,506.9383527298253,13.553751007248536,42.381483937537176,2.5550269039968736,0,3.75,0.04,1.87,0.006,1.12,0.38,0.22,1.09,0.57,0.57,0.101,10.34,1.04,0.001,5.73,1.08,0.04,0.03,0.01,1.7961823389683103,1
12.5,9.2,7.85,0.7,405.25,0.7884573603642702,2.302585092994046,6.698884386954646,7.771488760117616,469.6335288,7.080794504276835,197.9797828412593,17153.306163452093,7.659203939381076,329.2803146030727,575.1146944234249,11.870981482343325,69.10983568283255,4.383921813522324,0,3.32,0.03,3.45,0.008,6.1,0.23,0.76,1.16,0.79,0.79,0.049,16.88,1.4,0.006,59.03,4.29,0.07,0.08,0.0,1.7651856283142089,1
12.5,9.05,7.9,1.25,94.0,0.8109302162163288,2.7013612129514133,5.241747015059643,7.984292359998389,580.9214901,7.080794504276835,199.1078855640336,29721.91163035013,6.869690215355936,357.30322096748097,420.70959122207296,9.226618665284832,55.29428326667228,3.355164642176155,0,1.75,0.01,1.36,0.001,0.19,0.51,1.5,0.69,0.82,0.82,0.053,1.08,1.24,0.005,8.65,6.98,0.05,0.15,0.07,2.099226910069298,1
12.0,8.85,7.9,2.45,141.5,0.8960880245566356,3.068052935133617,5.648974238161206,8.306472160100585,801.6342945,6.099646705468387,237.9199267632531,20416.84099619073,8.457830699274377,333.7757766108135,291.1048365690676,19.27005426046378,93.13800948154017,3.172789769152877,0,0.94,0.01,3.54,0.005,1.85,0.15,1.99,1.29,0.86,0.86,0.047,7.52,1.5,0.002,46.24,3.95,0.04,0.14,0.02,2.76194070607936,1
13.5,9.3,7.8,0.65,415.75,0.8544153281560676,3.1570004211501135,6.724433221854599,6.249009525139524,102.8237964,9.026787719511631,253.2170741709845,27965.07214592841,6.588374366182638,373.5532353383944,588.3196505363993,16.145732052775088,59.12445084811043,2.0190420182011657,0,2.66,0.01,2.09,0.005,3.32,0.79,1.57,0.66,0.58,0.58,0.071,13.52,1.58,0.008,30.98,3.32,0.05,0.32,0.06,0.6648476830739644,0
22.0,8.2,8.4,0.0,0.0,0.0,0.0,0.0,5.2574953720277815,38.28569366,6.953371603389549,203.1465467521772,11609.109054527797,5.495737654707861,304.2831932144039,551.1433371665813,9.387781275530813,55.95800559485764,3.651865808422898,0,2.76,0.02,2.0,0.005,4.25,0.19,1.23,0.86,0.87,0.87,0.019,16.16,1.18,0.007,34.48,1.62,0.01,0.21,0.08,0.11590858005440555,0
22.0,8.2,8.4,0.0,0.0,0.0,0.0,0.0,5.241747015059643,37.69228166,6.140877556947864,197.87608974936683,26687.87448333394,7.587196417947506,329.23185293501894,548.0727613161172,15.836330205236152,41.26364788367695,5.359460295012964,0,0.43,0.03,3.28,0.001,2.38,0.17,0.25,1.25,0.7,0.7,0.129,15.72,1.81,0.003,10.88,5.41,0.03,0.11,0.07,0.11412519438301193,0
21.5,7.8,7.95,0.0,0.0,0.0,0.0,0.0,4.762173934797756,23.42605138,7.077874006530455,220.67053960676589,23873.378210133666,6.181839616382845,341.98723407838395,333.0507859433459,10.661798937603976,90.29777033020964,4.764508264921448,0,2.63,0.02,1.74,0.007,1.89,0.69,0.87,0.69,0.55,0.55,0.153,5.91,1.31,0.007,39.05,4.15,0.01,0.38,0.08,0.07123058892695956,0
16.0,8.5,8.1,0.2,0.0,0.0,0.0,0.0,4.787491742782046,24.0383712,5.488314309012512,135.80236170060937,21485.153195191077,8.18741579072919,280.6032866703198,441.3311374586935,14.86026268337497,88.28734556180851,5.066786271784542,0,2.85,0.03,2.24,0.004,0.46,0.02,1.77,0.62,0.14,0.006,0.137,14.86,1.19,0.004,27.85,7.6,0.01,0.45,0.05,0.07307261194855641,0
22.0,8.6,8.35,0.1,85.0,0.0,3.1986731175506815,5.14166355650266,5.992713766508414,79.54591713,7.205559174588729,120.32761534360888,24627.867560468934,6.202469332114029,289.7686965533282,418.4332899200773,13.643147085869316,63.73373237019648,3.710053125679874,0,0.04,0.02,2.44,0.001,4.8,0.33,0.73,0.68,0.45,0.006,0.053,17.71,1.73,0.008,58.4,6.6,0.1,0.06,0.04,0.5898362941433017,0
20.5,9.3,8.1,0.1,72.25,0.0,2.995732273553991,4.980176086611547,6.035481432524756,83.01634625,9.177869865892433,163.2748282557015,20868.331218998803,7.726040434165082,320.4214321786778,426.9943931689402,10.214274603240654,62.430926156839874,3.1087699879134547,0,0.88,0.04,0.92,0.009,4.59,0.85,1.1,1.48,0.75,0.75,0.147,8.25,1.38,0.007,10.75,1.2,0.02,0.27,0.02,0.600256135036505,0
20.3,7.35,7.9,0.95,58.0,0.33647223662121295,2.772588722239781,4.762173934797756,5.6222108209623896,55.0377458,4.270716194733736,166.83770854028538,24405.25053495276,7.391510138420656,297.2067391683036,349.5189103676489,13.478526445498858,54.47483954440166,3.763905902952325,0,3.03,0.05,0.65,0.006,6.25,0.61,0.77,0.76,0.51,0.51,0.086,10.31,1.17,0.0,31.57,6.36,0.02,0.17,0.08,0.5182565129839197,0
18.0,6.25,7.95,1.2,19.5,0.5877866649021191,2.302585092994046,3.6888794541139363,6.456769655572163,126.3571787,7.348844511550613,223.26493973020737,11519.046527356591,8.889558679820604,333.7757766108135,494.1584340869637,18.145374253777163,73.71552201680902,4.880875156180851,0,2.22,0.03,2.86,0.006,4.54,0.72,0.14,1.42,1.0,1.0,0.082,11.3,1.46,0.006,33.09,4.96,0.0,0.16,0.05,0.7338896100205271,0
0.0,7.25,7.95,1.25,42.95,0.9162907318741551,2.6602595372658615,4.464758032271346,5.820082930352362,67.06925159,8.526169869777789,175.61283632174326,11837.12335960845,7.483708837987377,308.39851553828527,474.240482290634,21.84591625254205,52.37220110667482,5.083014141516923,0,4.91,0.04,0.13,0.005,5.22,0.84,0.62,0.97,0.23,0.006,0.12,8.9,1.3,0.003,6.87,5.77,0.01,0.03,0.07,0.5578695157473154,0
9.5,8.0,7.65,0.15,46.5,0.5007752879124893,2.4765384001174837,4.543294782270004,4.993828175779875,29.49669305,7.080794504276835,169.04191749811758,36152.8208993245,8.330388898197661,329.03971017616493,590.7487871802913,17.695114357126045,103.15046264537835,3.995973787492761,0,1.15,0.02,2.73,0.005,1.86,0.81,0.36,0.73,0.47,0.0,0.003,14.01,1.36,0.005,10.62,4.48,0.03,0.38,0.02,0.4424934965126309,0
10.5,7.8,7.55,0.2,54.0,0.4700036292457356,3.0155349008501706,4.6913478822291435,5.1328529268205045,33.84120006,2.612035914817261,188.80412573040883,34798.25258680311,6.79643915408815,333.7757766108135,468.0802666084355,13.1707632092033,49.523769983067695,4.765205370159007,0,4.8,0.05,3.2,0.006,7.37,0.46,1.43,1.49,0.58,0.58,0.16,6.03,1.25,0.0,33.02,6.74,0.0,0.42,0.0,0.45537019254083855,0
12.25,8.4,7.6,0.2,41.0,2.711377991194885,1.3862943611198906,4.418840607796598,6.508023702721733,134.2080506,8.490571562027739,204.12364839335785,22989.79638994664,8.27079293672615,358.84711499708465,435.0008983082295,17.084245654876156,62.42163705791029,3.875556805136775,0,0.47,0.02,0.29,0.006,7.36,0.15,1.65,0.08,0.51,0.51,0.025,13.73,1.53,0.002,30.29,4.41,0.08,0.34,0.06,0.7701940244877137,0
12.5,8.35,7.75,0.2,39.0,0.5007752879124893,1.6094379124341003,4.3694478524670215,4.848116364598481,25.56123736,7.080794504276835,213.54193229259064,22539.71161451215,6.957204178586864,334.0411862066902,463.39884709083714,11.623019157977636,69.61584964492826,3.3985925873166565,0,1.62,0.01,1.46,0.001,3.07,0.11,0.05,1.21,0.33,0.001,0.015,1.72,1.02,0.001,3.47,6.28,0.09,0.47,0.01,0.4306579870803946,0
22.0,9.2,8.6,0.2,0.0,0.0,0.0,0.0,5.153291594497779,34.56915634,8.858401531200467,254.61751866421665,9624.300462110114,7.954015627092478,348.40819490164074,344.30336252225874,7.935467758332209,78.10854981556727,5.525726338121716,0,2.68,0.02,1.32,0.007,2.89,0.69,0.16,0.87,0.67,0.67,0.18,11.22,1.65,0.003,28.47,7.28,0.07,0.12,0.01,0.15473812733889955,0
19.0,8.3,7.5,0.2,31.5,0.33647223662121295,1.0986122886681098,4.1588830833596715,5.220355825078324,36.91885784,6.09815652147278,189.995845993418,27776.901051693392,6.4430978778694525,347.9304004157372,245.85963197125264,14.63688225637759,73.42463245501654,3.9773623643299727,0,0.09,0.04,3.61,0.001,3.58,0.47,0.13,1.29,0.82,0.82,0.072,12.75,1.37,0.006,32.48,1.45,0.02,0.31,0.04,0.463819478104743,0
19.0,8.1,7.2,0.3,35.0,0.4054651081081644,1.0986122886681098,4.2626798770413155,5.153291594497779,34.54506929,8.41997068212899,185.71898879367,13237.989604570806,3.998265840980654,308.1426388528513,463.64727737284176,17.20956505547082,48.78311165978784,3.962478314282775,0,4.66,0.04,0.16,0.001,6.75,0.09,1.72,0.89,0.09,0.005,0.184,10.2,1.47,0.001,25.77,5.26,0.0,0.1,0.08,0.4570986568375486,0
15.0,8.2,7.3,0.2,0.0,0.18232155679395465,0.0,0.0,5.43372200355424,45.58561532,9.286155021432371,222.6615513815935,12311.268365978076,7.289866041052649,332.2393594928603,353.74009999706425,14.171762565335484,66.39629294676803,5.239981870081682,0,2.74,0.02,3.84,0.005,7.97,0.25,0.65,0.73,0.53,0.53,0.132,4.13,1.14,0.007,33.97,2.2,0.05,0.05,0.05,0.13893751970147455,0
18.0,7.25,7.7,1.55,88.0,1.6389967146756448,2.8903717578961645,5.176149732573829,7.523481312573497,366.8395198,7.875895135481787,226.28478781681216,12710.249451611751,7.303126583151656,346.4032581373675,445.3741474328599,6.063461912529135,63.12804403102223,4.238589203481521,0,1.79,0.03,2.36,0.001,3.2,0.42,1.67,1.21,0.65,0.65,0.042,10.34,1.51,0.005,45.87,0.25,0.06,0.12,0.05,1.4618572359505684,1
18.0,6.5,7.7,3.1,630.0,1.6956156086751528,5.181783550292085,7.13966033596492,8.010027528481734,596.3896947,7.725332908074757,252.26549119785653,36477.73811241909,8.38676100823379,426.5435897565111,339.41132665631415,17.485844248946023,60.48388466227112,3.7248367036447,0,2.5,0.03,1.5,0.005,3.11,0.52,1.89,1.18,0.75,0.75,0.092,7.08,1.66,0.002,45.37,3.4,0.07,0.29,0.07,2.150944783257747,1
14.5,7.55,8.35,0.5,87.75,1.1939224684724346,2.5649493574615367,5.173320876373351,7.437206366871292,336.3772544,3.388090610523891,212.0289444657202,20230.125576951767,8.569781529733312,349.155998712752,353.9129274416658,18.208339671899864,82.38787399017336,2.798600948267049,0,3.52,0.04,2.46,0.007,1.33,0.32,0.94,0.26,0.28,0.009,0.023,10.78,1.37,0.003,22.9,4.23,0.06,0.03,0.04,1.3677827392842088,1
20.75,7.0,7.65,0.15,31.25,0.18232155679395465,1.3862943611198906,4.151039905898646,6.096950054953959,88.19995658,6.745306715080959,218.4246370192336,21871.838700042492,7.165509192468924,333.7757766108135,373.05010163921327,16.826619464762302,74.08607997264363,3.9023525898765015,0,4.15,0.001,1.99,0.006,4.43,0.84,0.85,1.01,0.19,0.008,0.045,2.09,1.22,0.005,50.87,4.14,0.01,0.02,0.01,0.6169131890917545,0
19.0,10.1,7.75,1.0,35.0,0.0,3.5263605246161616,4.2626798770413155,4.840242308167575,25.40520717,7.080794504276835,190.42389854156607,28062.64189204036,9.615147026994794,357.2267094963161,263.7719135045372,13.44522519676093,67.05555840299215,5.6290156360573285,0,3.78,0.05,0.76,0.006,6.6,0.7,0.29,0.5,0.7,0.7,0.136,18.77,1.99,0.001,35.36,3.09,0.02,0.38,0.02,0.4271836699716335,0
20.5,9.5,7.9,1.1,97.5,0.0,4.51085950651685,5.278114659230517,5.872117789475416,70.60694292,7.183825723393187,261.85079976925243,14100.968986979937,9.008495193731893,358.7247021216808,290.4238383652442,17.14990712568715,82.02511580240524,4.597165511526862,0,1.82,0.01,1.74,0.009,0.63,0.3,1.7,0.29,0.78,0.78,0.185,12.75,1.66,0.006,33.24,2.58,0.03,0.4,0.04,0.562995252317895,0
19.5,9.6,7.95,1.0,37.5,0.0,3.6635616461296463,4.330733340286331,4.9344739331306915,27.87086279,10.111976704648654,240.4321002291383,15331.302691753155,5.392651282023056,361.90292619839744,403.0418101498447,16.13112428701453,61.11114633827725,3.425763242173682,0,2.91,0.02,2.66,0.008,5.07,0.33,0.72,0.42,0.75,0.75,0.07,12.32,1.26,0.005,21.38,3.49,0.0,0.38,0.03,0.4345994831566261,0
19.0,9.0,7.55,1.5,120.0,0.0,4.983606621708336,5.484796933490655,5.313205979041787,40.53860027,7.397413298543417,122.54103985982503,8855.114121331366,6.888688939098406,241.60753233585075,489.8516004048256,13.365906195266293,66.39629294676803,3.149157510432673,0,4.3,0.03,2.9,0.008,5.14,0.29,1.5,0.25,0.02,0.0,0.083,6.22,1.91,0.009,50.04,1.39,0.02,0.11,0.0,0.47267844200580833,0
18.0,9.3,7.85,1.1,70.0,0.0,4.189654742026425,4.948759890378168,4.283586561860629,14.71055181,7.812804388310308,196.58388603095685,42550.841815771775,7.334647639669251,333.7757766108135,442.5457745482448,14.666917242315606,66.39629294676803,6.204846358828904,0,3.24,0.001,1.6,0.002,0.4,0.24,1.52,0.76,0.57,0.57,0.155,7.89,1.91,0.002,58.58,3.04,0.1,0.2,0.08,0.39498837274237214,0
0.0,8.6,7.55,1.55,0.0,0.0,0.0,0.0,5.065754593317335,31.65983243,6.877456932576713,136.87921387078754,27433.587294151766,7.091521514260433,307.3970883038859,342.1963466344736,18.403845830232967,81.19341217121226,3.827650071735445,0,3.53,0.04,2.34,0.002,4.13,0.7,1.51,0.89,0.55,0.55,0.164,8.49,1.49,0.001,37.15,0.25,0.08,0.01,0.09,0.09599264820866348,0
21.25,9.0,7.25,1.85,1010.0,0.4542552722775964,6.8679744089702925,7.611347717403621,5.354224998486333,42.41116878,7.080794504276835,146.9702452251051,16367.45837197548,7.687037185889347,333.7757766108135,468.9450147502269,18.60138073373639,49.56196889416349,4.664350321001553,0,3.04,0.05,1.87,0.001,2.52,0.46,0.24,0.66,0.09,0.008,0.17,16.17,1.51,0.006,14.55,0.68,0.02,0.09,0.02,0.4810298829733629,0
21.0,9.4,7.05,1.35,760.0,0.4382549309311553,6.406879986069314,7.327123292259293,5.349485653122436,42.14178893,7.080794504276835,230.80948246855667,27418.781044480063,7.136498391730543,369.3100077981302,274.66059655361465,9.578584600170416,72.37690878332559,4.197595209206819,0,2.21,0.02,1.4,0.008,3.71,0.47,1.16,1.06,0.82,0.82,0.12,6.63,1.57,0.001,4.28,7.9,0.04,0.5,0.04,0.4801247935062114,0
22.5,8.7,7.2,1.95,180.0,0.3852624007906449,5.278114659230517,5.8888779583328805,5.402677381872279,44.35737685,7.521051678672175,267.05964744893066,26865.37374090525,10.449450309656791,333.7757766108135,505.70937170147926,16.237745770905633,57.03778017043311,2.8807853472938367,0,2.47,0.04,1.01,0.008,2.78,0.04,0.87,0.16,0.41,0.003,0.043,6.83,1.42,0.008,46.06,5.99,0.02,0.4,0.05,0.48646424043111836,0
